資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20250418,000218,1,0,0,0.00
20250418,000218,2,0,0,0.00
20250418,000218,3,0,0,0.00
20250418,000218,4,0,0,0.00
20250418,000218,5,0,0,0.00
20250418,000218,6,0,0,0.00
20250418,000218,7,0,0,0.00
20250418,000218,8,0,0,0.00
20250418,000218,9,0,0,0.00
20250418,000218,10,0,0,0.00
20250418,000218,11,0,0,0.00
20250418,000218,12,0,0,0.00
20250418,000218,13,0,0,0.00
20250418,000218,14,0,0,0.00
20250418,000218,15,1,422278902,100.00
20250418,000218,16,0,0,0.00
20250418,000218,17,1,422278902,100.00
20250418,000708,1,0,0,0.00
20250418,000708,2,0,0,0.00
20250418,000708,3,0,0,0.00
20250418,000708,4,0,0,0.00
20250418,000708,5,0,0,0.00
20250418,000708,6,0,0,0.00
20250418,000708,7,0,0,0.00
20250418,000708,8,0,0,0.00
20250418,000708,9,0,0,0.00
20250418,000708,10,0,0,0.00
20250418,000708,11,0,0,0.00
20250418,000708,12,0,0,0.00
20250418,000708,13,0,0,0.00
20250418,000708,14,0,0,0.00
20250418,000708,15,1,20000000,100.00
20250418,000708,16,0,0,0.00
20250418,000708,17,1,20000000,100.00
20250418,000779,1,0,0,0.00
20250418,000779,2,0,0,0.00
20250418,000779,3,0,0,0.00
20250418,000779,4,0,0,0.00
20250418,000779,5,0,0,0.00
20250418,000779,6,0,0,0.00
20250418,000779,7,0,0,0.00
20250418,000779,8,0,0,0.00
20250418,000779,9,0,0,0.00
20250418,000779,10,0,0,0.00
20250418,000779,11,0,0,0.00
20250418,000779,12,0,0,0.00
20250418,000779,13,0,0,0.00
20250418,000779,14,0,0,0.00
20250418,000779,15,1,1150000000,100.00
20250418,000779,16,0,0,0.00
20250418,000779,17,1,1150000000,100.00
20250418,000815,1,0,0,0.00
20250418,000815,2,0,0,0.00
20250418,000815,3,0,0,0.00
20250418,000815,4,0,0,0.00
20250418,000815,5,0,0,0.00
20250418,000815,6,0,0,0.00
20250418,000815,7,0,0,0.00
20250418,000815,8,0,0,0.00
20250418,000815,9,0,0,0.00
20250418,000815,10,0,0,0.00
20250418,000815,11,0,0,0.00
20250418,000815,12,0,0,0.00
20250418,000815,13,0,0,0.00
20250418,000815,14,0,0,0.00
20250418,000815,15,1,692412444,100.00
20250418,000815,16,0,0,0.00
20250418,000815,17,1,692412444,100.00
20250418,000856,1,0,0,0.00
20250418,000856,2,0,0,0.00
20250418,000856,3,0,0,0.00
20250418,000856,4,0,0,0.00
20250418,000856,5,0,0,0.00
20250418,000856,6,0,0,0.00
20250418,000856,7,0,0,0.00
20250418,000856,8,0,0,0.00
20250418,000856,9,0,0,0.00
20250418,000856,10,0,0,0.00
20250418,000856,11,0,0,0.00
20250418,000856,12,0,0,0.00
20250418,000856,13,0,0,0.00
20250418,000856,14,0,0,0.00
20250418,000856,15,1,231800000,100.00
20250418,000856,16,0,0,0.00
20250418,000856,17,1,231800000,100.00
20250418,0050,1,656365,161961193,5.56
20250418,0050,2,352305,710630976,24.40
20250418,0050,3,45465,328335213,11.27
20250418,0050,4,13378,165857285,5.69
20250418,0050,5,5937,105163457,3.61
20250418,0050,6,5088,125476016,4.30
20250418,0050,7,1940,67690941,2.32
20250418,0050,8,1041,47193001,1.62
20250418,0050,9,1470,100222868,3.44
20250418,0050,10,397,53204689,1.82
20250418,0050,11,121,33466948,1.14
20250418,0050,12,33,15668347,0.53
20250418,0050,13,16,10716798,0.36
20250418,0050,14,15,14055509,0.48
20250418,0050,15,90,972356759,33.39
20250418,0050,16,0,0,0.00
20250418,0050,17,1083661,2912000000,100.00
20250418,0051,1,5343,1373356,5.28
20250418,0051,2,4551,8872471,34.12
20250418,0051,3,502,3713267,14.28
20250418,0051,4,152,1874893,7.21
20250418,0051,5,82,1475136,5.67
20250418,0051,6,43,1096444,4.21
20250418,0051,7,22,764781,2.94
20250418,0051,8,14,634015,2.43
20250418,0051,9,11,778142,2.99
20250418,0051,10,5,696636,2.67
20250418,0051,11,2,557301,2.14
20250418,0051,12,3,1497558,5.75
20250418,0051,13,2,1564000,6.01
20250418,0051,14,0,0,0.00
20250418,0051,15,1,1102000,4.23
20250418,0051,16,0,0,0.00
20250418,0051,17,10733,26000000,100.00
20250418,0052,1,19527,4316721,5.16
20250418,0052,2,10226,19804729,23.71
20250418,0052,3,1045,7650343,9.16
20250418,0052,4,273,3427819,4.10
20250418,0052,5,122,2190937,2.62
20250418,0052,6,91,2267864,2.71
20250418,0052,7,40,1440151,1.72
20250418,0052,8,17,775435,0.92
20250418,0052,9,45,3178259,3.80
20250418,0052,10,16,2272520,2.72
20250418,0052,11,5,1389000,1.66
20250418,0052,12,4,1953000,2.33
20250418,0052,13,1,739000,0.88
20250418,0052,14,4,3542768,4.24
20250418,0052,15,8,28551454,34.19
20250418,0052,16,0,0,0.00
20250418,0052,17,31424,83500000,100.00
20250418,0053,1,845,115205,2.09
20250418,0053,2,757,1420921,25.89
20250418,0053,3,81,644984,11.75
20250418,0053,4,9,118000,2.15
20250418,0053,5,16,311000,5.66
20250418,0053,6,4,111000,2.02
20250418,0053,7,2,65000,1.18
20250418,0053,8,6,274000,4.99
20250418,0053,9,3,220000,4.00
20250418,0053,10,1,115000,2.09
20250418,0053,11,2,580642,10.58
20250418,0053,12,1,471248,8.58
20250418,0053,13,0,0,0.00
