資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20231027,000218,1,0,0,0.00
20231027,000218,2,0,0,0.00
20231027,000218,3,0,0,0.00
20231027,000218,4,0,0,0.00
20231027,000218,5,0,0,0.00
20231027,000218,6,0,0,0.00
20231027,000218,7,0,0,0.00
20231027,000218,8,0,0,0.00
20231027,000218,9,0,0,0.00
20231027,000218,10,0,0,0.00
20231027,000218,11,0,0,0.00
20231027,000218,12,0,0,0.00
20231027,000218,13,0,0,0.00
20231027,000218,14,0,0,0.00
20231027,000218,15,1,422278902,100.00
20231027,000218,16,0,0,0.00
20231027,000218,17,1,422278902,100.00
20231027,000815,1,0,0,0.00
20231027,000815,2,0,0,0.00
20231027,000815,3,0,0,0.00
20231027,000815,4,0,0,0.00
20231027,000815,5,0,0,0.00
20231027,000815,6,0,0,0.00
20231027,000815,7,0,0,0.00
20231027,000815,8,0,0,0.00
20231027,000815,9,0,0,0.00
20231027,000815,10,0,0,0.00
20231027,000815,11,0,0,0.00
20231027,000815,12,0,0,0.00
20231027,000815,13,0,0,0.00
20231027,000815,14,0,0,0.00
20231027,000815,15,1,692412444,100.00
20231027,000815,16,0,0,0.00
20231027,000815,17,1,692412444,100.00
20231027,0050,1,372602,107887145,4.60
20231027,0050,2,262660,530722326,22.66
20231027,0050,3,33954,247824414,10.58
20231027,0050,4,9886,123318937,5.26
20231027,0050,5,4583,81396779,3.47
20231027,0050,6,3948,98057817,4.18
20231027,0050,7,1627,56923587,2.43
20231027,0050,8,791,35958985,1.53
20231027,0050,9,1238,84170052,3.59
20231027,0050,10,383,50844220,2.17
20231027,0050,11,106,29507942,1.25
20231027,0050,12,33,15890761,0.67
20231027,0050,13,16,11411717,0.48
20231027,0050,14,12,10881000,0.46
20231027,0050,15,80,857204318,36.60
20231027,0050,16,0,0,0.00
20231027,0050,17,691919,2342000000,100.00
20231027,0051,1,3240,783552,4.60
20231027,0051,2,3385,6322170,37.18
20231027,0051,3,300,2311292,13.59
20231027,0051,4,93,1151793,6.77
20231027,0051,5,46,842138,4.95
20231027,0051,6,32,785946,4.62
20231027,0051,7,15,515000,3.02
20231027,0051,8,6,274254,1.61
20231027,0051,9,9,630000,3.70
20231027,0051,10,7,938839,5.52
20231027,0051,11,0,0,0.00
20231027,0051,12,2,918016,5.40
20231027,0051,13,2,1527000,8.98
20231027,0051,14,0,0,0.00
20231027,0051,15,0,0,0.00
20231027,0051,16,0,0,0.00
20231027,0051,17,7137,17000000,100.00
20231027,0052,1,9634,2604806,5.15
20231027,0052,2,6932,12788204,25.32
20231027,0052,3,559,4205510,8.32
20231027,0052,4,105,1299941,2.57
20231027,0052,5,53,960842,1.90
20231027,0052,6,45,1109916,2.19
20231027,0052,7,10,368349,0.72
20231027,0052,8,8,364159,0.72
20231027,0052,9,14,1007217,1.99
20231027,0052,10,4,553000,1.09
20231027,0052,11,7,1985078,3.93
20231027,0052,12,5,2409164,4.77
20231027,0052,13,0,0,0.00
20231027,0052,14,2,1810000,3.58
20231027,0052,15,6,19033814,37.69
20231027,0052,16,0,0,0.00
20231027,0052,17,17384,50500000,100.00
20231027,0053,1,421,66909,1.34
20231027,0053,2,666,1273885,25.53
20231027,0053,3,75,619713,12.42
20231027,0053,4,13,171000,3.42
20231027,0053,5,15,286000,5.73
20231027,0053,6,3,79000,1.58
20231027,0053,7,1,40000,0.80
20231027,0053,8,3,145000,2.90
20231027,0053,9,3,190000,3.80
20231027,0053,10,3,429208,8.60
20231027,0053,11,2,542285,10.87
20231027,0053,12,0,0,0.00
20231027,0053,13,0,0,0.00
20231027,0053,14,0,0,0.00
20231027,0053,15,1,1145000,22.95
20231027,0053,16,0,0,0.00
20231027,0053,17,1206,4988000,100.00
20231027,0055,1,3403,1089200,1.48
20231027,0055,2,8837,18466799,25.24
20231027,0055,3,1388,10856552,14.84
20231027,0055,4,370,4743938,6.48
20231027,0055,5,221,4074671,5.56
20231027,0055,6,174,4457677,6.09
20231027,0055,7,76,2747378,3.75
20231027,0055,8,40,1919445,2.62
20231027,0055,9,69,4985609,6.81
20231027,0055,10,22,2920387,3.99
20231027,0055,11,10,2941000,4.02
20231027,0055,12,3,1400000,1.91
20231027,0055,13,1,630000,0.86
20231027,0055,14,1,890550,1.21
20231027,0055,15,6,11030794,15.07
20231027,0055,16,0,0,0.00
20231027,0055,17,14621,73154000,100.00
20231027,0056,1,199157,65615715,0.95
20231027,0056,2,532787,1212611134,17.56
20231027,0056,3,124903,963730388,13.96
20231027,0056,4,44730,566709911,8.20
20231027,0056,5,26368,478988783,6.93
20231027,0056,6,22883,579335855,8.39
20231027,0056,7,10598,376250169,5.45
20231027,0056,8,6601,304923212,4.41
20231027,0056,9,10486,735488470,10.65
20231027,0056,10,3622,496696624,7.19
20231027,0056,11,997,269210363,3.89
20231027,0056,12,194,94820325,1.37
20231027,0056,13,57,40019426,0.57
20231027,0056,14,29,26050242,0.37
20231027,0056,15,93,701965846,10.16
20231027,0056,16,1,9382463,0.13
20231027,0056,17,983505,6903034000,100.00
20231027,0057,1,141,15176,0.99
20231027,0057,2,81,121813,7.97
20231027,0057,3,9,75090,4.91
20231027,0057,4,4,52000,3.40
20231027,0057,5,3,55000,3.60
20231027,0057,6,1,30000,1.96
20231027,0057,7,1,32000,2.09
20231027,0057,8,0,0,0.00
20231027,0057,9,2,174000,11.39
20231027,0057,10,2,279000,18.27
20231027,0057,11,1,247000,16.17
20231027,0057,12,1,445921,29.20
20231027,0057,13,0,0,0.00
20231027,0057,14,0,0,0.00
20231027,0057,15,0,0,0.00
20231027,0057,16,0,0,0.00
20231027,0057,17,246,1527000,100.00
20231027,0061,1,526,136766,0.10
20231027,0061,2,4471,10395894,8.05
20231027,0061,3,1112,9265444,7.17
20231027,0061,4,372,4836107,3.74
20231027,0061,5,292,5497846,4.25
20231027,0061,6,282,7374709,5.71
20231027,0061,7,141,5187667,4.01
20231027,0061,8,104,4925901,3.81
20231027,0061,9,217,15726934,12.18
20231027,0061,10,83,11374035,8.80
20231027,0061,11,38,10756893,8.33
20231027,0061,12,11,5396000,4.17
20231027,0061,13,7,4733000,3.66
20231027,0061,14,3,2642000,2.04
20231027,0061,15,8,30866804,23.90
20231027,0061,16,0,0,0.00
20231027,0061,17,7667,129116000,100.00
20231027,006201,1,340,64045,0.35
20231027,006201,2,1176,2485370,13.84
20231027,006201,3,189,1513211,8.43
20231027,006201,4,59,769489,4.28
