資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20220916,000815,1,0,0,0.00
20220916,000815,2,0,0,0.00
20220916,000815,3,0,0,0.00
20220916,000815,4,0,0,0.00
20220916,000815,5,0,0,0.00
20220916,000815,6,0,0,0.00
20220916,000815,7,0,0,0.00
20220916,000815,8,0,0,0.00
20220916,000815,9,0,0,0.00
20220916,000815,10,0,0,0.00
20220916,000815,11,0,0,0.00
20220916,000815,12,0,0,0.00
20220916,000815,13,0,0,0.00
20220916,000815,14,0,0,0.00
20220916,000815,15,1,692412444,100.00
20220916,000815,16,0,0,0.00
20220916,000815,17,1,692412444,100.00
20220916,0050,1,329602,91356631,4.26
20220916,0050,2,224679,445279217,20.79
20220916,0050,3,26474,195260167,9.12
20220916,0050,4,7632,95663308,4.46
20220916,0050,5,3683,65901052,3.07
20220916,0050,6,3033,75755901,3.53
20220916,0050,7,1234,43312782,2.02
20220916,0050,8,647,29479346,1.37
20220916,0050,9,967,66598602,3.11
20220916,0050,10,306,41158438,1.92
20220916,0050,11,91,25312248,1.18
20220916,0050,12,35,16592749,0.77
20220916,0050,13,8,5806000,0.27
20220916,0050,14,13,11796000,0.55
20220916,0050,15,79,931727559,43.51
20220916,0050,16,0,0,0.00
20220916,0050,17,598483,2141000000,100.00
20220916,0051,1,2534,636081,4.38
20220916,0051,2,2965,5406812,37.28
20220916,0051,3,236,1820779,12.55
20220916,0051,4,62,777504,5.36
20220916,0051,5,40,744881,5.13
20220916,0051,6,17,442557,3.05
20220916,0051,7,14,483226,3.33
20220916,0051,8,5,226000,1.55
20220916,0051,9,9,610000,4.20
20220916,0051,10,9,1198524,8.26
20220916,0051,11,1,229636,1.58
20220916,0051,12,1,496000,3.42
20220916,0051,13,2,1428000,9.84
20220916,0051,14,0,0,0.00
20220916,0051,15,0,0,0.00
20220916,0051,16,0,0,0.00
20220916,0051,17,5895,14500000,100.00
20220916,0052,1,10733,2851746,4.63
20220916,0052,2,8838,15756331,25.62
20220916,0052,3,645,4900880,7.96
20220916,0052,4,142,1791740,2.91
20220916,0052,5,78,1421591,2.31
20220916,0052,6,40,1003281,1.63
20220916,0052,7,19,670494,1.09
20220916,0052,8,7,314266,0.51
20220916,0052,9,16,1095361,1.78
20220916,0052,10,4,492000,0.80
20220916,0052,11,5,1346000,2.18
20220916,0052,12,4,1733619,2.81
20220916,0052,13,0,0,0.00
20220916,0052,14,1,992000,1.61
20220916,0052,15,9,27130691,44.11
20220916,0052,16,0,0,0.00
20220916,0052,17,20541,61500000,100.00
20220916,0053,1,411,76235,1.52
20220916,0053,2,711,1361465,27.29
20220916,0053,3,75,640826,12.84
20220916,0053,4,12,157000,3.14
20220916,0053,5,17,325000,6.51
20220916,0053,6,4,112000,2.24
20220916,0053,7,1,40000,0.80
20220916,0053,8,2,100000,2.00
20220916,0053,9,2,116000,2.32
20220916,0053,10,4,581474,11.65
20220916,0053,11,1,278000,5.57
20220916,0053,12,0,0,0.00
20220916,0053,13,0,0,0.00
20220916,0053,14,0,0,0.00
20220916,0053,15,1,1200000,24.05
20220916,0053,16,0,0,0.00
20220916,0053,17,1241,4988000,100.00
20220916,0055,1,3920,1246893,1.64
20220916,0055,2,9249,18826503,24.88
20220916,0055,3,1301,10388279,13.73
20220916,0055,4,353,4567108,6.03
20220916,0055,5,224,4182052,5.52
20220916,0055,6,160,4162662,5.50
20220916,0055,7,85,3144786,4.15
20220916,0055,8,40,1934950,2.55
20220916,0055,9,70,4867235,6.43
20220916,0055,10,20,2660894,3.51
20220916,0055,11,14,3875080,5.12
20220916,0055,12,6,2994558,3.95
20220916,0055,13,0,0,0.00
20220916,0055,14,0,0,0.00
20220916,0055,15,7,12803000,16.92
20220916,0055,16,0,0,0.00
20220916,0055,17,15449,75654000,100.00
20220916,0056,1,133586,47658218,0.91
20220916,0056,2,428549,953677521,18.25
20220916,0056,3,88693,685143193,13.11
20220916,0056,4,31078,394482174,7.55
20220916,0056,5,18133,330089415,6.31
20220916,0056,6,15873,402332266,7.70
20220916,0056,7,7321,259723219,4.97
20220916,0056,8,4541,209471822,4.00
20220916,0056,9,7417,523966098,10.02
20220916,0056,10,2586,355932682,6.81
20220916,0056,11,781,213433001,4.08
20220916,0056,12,146,71627085,1.37
20220916,0056,13,56,38958044,0.74
20220916,0056,14,27,24526104,0.46
20220916,0056,15,88,713513158,13.65
20220916,0056,16,0,0,0.00
20220916,0056,17,738875,5224534000,100.00
20220916,0057,1,138,15604,1.02
20220916,0057,2,89,128781,8.43
20220916,0057,3,8,64798,4.24
20220916,0057,4,3,38000,2.48
20220916,0057,5,0,0,0.00
20220916,0057,6,2,55000,3.60
20220916,0057,7,3,110000,7.20
20220916,0057,8,0,0,0.00
20220916,0057,9,1,80000,5.23
20220916,0057,10,3,322000,21.08
20220916,0057,11,2,712817,46.68
20220916,0057,12,0,0,0.00
20220916,0057,13,0,0,0.00
20220916,0057,14,0,0,0.00
20220916,0057,15,0,0,0.00
20220916,0057,16,0,0,0.00
20220916,0057,17,249,1527000,100.00
20220916,0061,1,526,145319,0.10
20220916,0061,2,4609,10829783,8.19
20220916,0061,3,1109,9278803,7.02
20220916,0061,4,357,4710154,3.56
20220916,0061,5,307,5787056,4.38
20220916,0061,6,280,7341140,5.55
20220916,0061,7,143,5302867,4.01
20220916,0061,8,112,5332298,4.03
20220916,0061,9,197,14683806,11.11
20220916,0061,10,83,11737539,8.88
20220916,0061,11,40,11037418,8.35
20220916,0061,12,15,7378000,5.58
20220916,0061,13,8,5485000,4.15
20220916,0061,14,2,1830000,1.38
20220916,0061,15,8,31236817,23.64
20220916,0061,16,0,0,0.00
20220916,0061,17,7796,132116000,100.00
20220916,006201,1,327,75346,0.40
20220916,006201,2,1292,2729743,14.79
20220916,006201,3,225,1805962,9.79
20220916,006201,4,70,889441,4.82
20220916,006201,5,38,710879,3.85
20220916,006201,6,28,725275,3.93
20220916,006201,7,9,325256,1.76
20220916,006201,8,8,382000,2.07
20220916,006201,9,7,505000,2.73
20220916,006201,10,4,594370,3.22
20220916,006201,11,2,477728,2.58
20220916,006201,12,1,442000,2.39
20220916,006201,13,1,601000,3.25
20220916,006201,14,1,907000,4.91
20220916,006201,15,1,7275000,39.43
20220916,006201,16,0,0,0.00
20220916,006201,17,2014,18446000,100.00
20220916,006203,1,499,105114,0.89
20220916,006203,2,398,659314,5.62
20220916,006203,3,22,170122,1.45
20220916,006203,4,4,52450,0.44
20220916,006203,5,4,74000,0.63
20220916,006203,6,1,25000,0.21
20220916,006203,7,2,68000,0.58
20220916,006203,8,1,50000,0.42
20220916,006203,9,2,132000,1.12
20220916,006203,10,0,0,0.00
20220916,006203,11,1,365000,3.11
20220916,006203,12,2,915000,7.80
20220916,006203,13,0,0,0.00
20220916,006203,14,0,0,0.00
20220916,006203,15,3,9102000,77.67
20220916,006203,16,0,0,0.00
20220916,006203,17,939,11718000,100.00
20220916,006204,1,900,155331,10.35
20220916,006204,2,367,595647,39.70
20220916,006204,3,17,133084,8.87
20220916,006204,4,1,15000,1.00
20220916,006204,5,1,20000,1.33
20220916,006204,6,1,30000,2.00
20220916,006204,7,0,0,0.00
20220916,006204,8,0,0,0.00
20220916,006204,9,1,73000,4.86
20220916,006204,10,0,0,0.00
20220916,006204,11,2,477938,31.86
20220916,006204,12,0,0,0.00
20220916,006204,13,0,0,0.00
20220916,006204,14,0,0,0.00
20220916,006204,15,0,0,0.00
20220916,006204,16,0,0,0.00
20220916,006204,17,1290,1500000,100.00
20220916,006205,1,4487,1675531,1.16
20220916,006205,2,7192,16366552,11.37
20220916,006205,3,1512,11268196,7.83
20220916,006205,4,450,5742550,3.99
20220916,006205,5,291,5309789,3.68
20220916,006205,6,239,6180086,4.29
20220916,006205,7,121,4336599,3.01
20220916,006205,8,70,3261252,2.26
20220916,006205,9,137,10191429,7.08
20220916,006205,10,59,8374318,5.81
20220916,006205,11,17,4981075,3.46
20220916,006205,12,8,3794644,2.63
20220916,006205,13,4,2791000,1.93
20220916,006205,14,2,1700000,1.18
20220916,006205,15,18,57935979,40.25
20220916,006205,16,0,0,0.00
20220916,006205,17,14607,143909000,100.00
20220916,006206,1,1032,338054,0.88
20220916,006206,2,2394,5561183,14.52
20220916,006206,3,532,4170540,10.89
20220916,006206,4,194,2493272,6.51
20220916,006206,5,124,2290175,5.98
20220916,006206,6,107,2794004,7.29
20220916,006206,7,52,1891307,4.94
20220916,006206,8,34,1591645,4.15
20220916,006206,9,64,4601640,12.02
20220916,006206,10,20,2924333,7.63
20220916,006206,11,7,2326770,6.07
20220916,006206,12,2,1075000,2.80
20220916,006206,13,0,0,0.00
