資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20220805,000815,1,0,0,0.00
20220805,000815,2,0,0,0.00
20220805,000815,3,0,0,0.00
20220805,000815,4,0,0,0.00
20220805,000815,5,0,0,0.00
20220805,000815,6,0,0,0.00
20220805,000815,7,0,0,0.00
20220805,000815,8,0,0,0.00
20220805,000815,9,0,0,0.00
20220805,000815,10,0,0,0.00
20220805,000815,11,0,0,0.00
20220805,000815,12,0,0,0.00
20220805,000815,13,0,0,0.00
20220805,000815,14,0,0,0.00
20220805,000815,15,1,692412444,100.00
20220805,000815,16,0,0,0.00
20220805,000815,17,1,692412444,100.00
20220805,0050,1,320912,86765502,4.14
20220805,0050,2,215046,423729744,20.22
20220805,0050,3,24702,182681672,8.71
20220805,0050,4,7046,88371661,4.21
20220805,0050,5,3369,60278884,2.87
20220805,0050,6,2810,70150314,3.34
20220805,0050,7,1117,39240621,1.87
20220805,0050,8,623,28528075,1.36
20220805,0050,9,926,63793763,3.04
20220805,0050,10,285,38216849,1.82
20220805,0050,11,85,24005366,1.14
20220805,0050,12,33,16117421,0.76
20220805,0050,13,9,6531432,0.31
20220805,0050,14,15,13279000,0.63
20220805,0050,15,76,953309696,45.50
20220805,0050,16,0,0,0.00
20220805,0050,17,577054,2095000000,100.00
20220805,0051,1,2524,619349,4.42
20220805,0051,2,2947,5335174,38.10
20220805,0051,3,232,1776241,12.68
20220805,0051,4,60,751538,5.36
20220805,0051,5,40,748530,5.34
20220805,0051,6,17,437736,3.12
20220805,0051,7,13,439866,3.14
20220805,0051,8,5,226000,1.61
20220805,0051,9,9,594000,4.24
20220805,0051,10,7,862930,6.16
20220805,0051,11,1,294636,2.10
20220805,0051,12,1,493000,3.52
20220805,0051,13,2,1421000,10.15
20220805,0051,14,0,0,0.00
20220805,0051,15,0,0,0.00
20220805,0051,16,0,0,0.00
20220805,0051,17,5858,14000000,100.00
20220805,0052,1,10784,2813132,5.30
20220805,0052,2,8812,15655106,29.53
20220805,0052,3,629,4796889,9.05
20220805,0052,4,145,1824830,3.44
20220805,0052,5,75,1353184,2.55
20220805,0052,6,48,1210093,2.28
20220805,0052,7,15,528044,0.99
20220805,0052,8,6,279492,0.52
20220805,0052,9,17,1129850,2.13
20220805,0052,10,3,447000,0.84
20220805,0052,11,4,1055000,1.99
20220805,0052,12,7,3376334,6.37
20220805,0052,13,0,0,0.00
20220805,0052,14,1,844880,1.59
20220805,0052,15,8,17686166,33.37
20220805,0052,16,0,0,0.00
20220805,0052,17,20554,53000000,100.00
20220805,0053,1,407,73105,1.46
20220805,0053,2,718,1364541,27.35
20220805,0053,3,76,650482,13.04
20220805,0053,4,12,159000,3.18
20220805,0053,5,17,325000,6.51
20220805,0053,6,4,112000,2.24
20220805,0053,7,1,40000,0.80
20220805,0053,8,2,100000,2.00
20220805,0053,9,2,113000,2.26
20220805,0053,10,3,371208,7.44
20220805,0053,11,2,494664,9.91
20220805,0053,12,0,0,0.00
20220805,0053,13,0,0,0.00
20220805,0053,14,0,0,0.00
20220805,0053,15,1,1185000,23.75
20220805,0053,16,0,0,0.00
20220805,0053,17,1245,4988000,100.00
20220805,0055,1,3932,1230561,1.59
20220805,0055,2,9264,18798650,24.36
20220805,0055,3,1310,10484125,13.58
20220805,0055,4,363,4731387,6.13
20220805,0055,5,237,4418690,5.72
20220805,0055,6,151,3944102,5.11
20220805,0055,7,87,3219179,4.17
20220805,0055,8,45,2164309,2.80
20220805,0055,9,69,4924423,6.38
20220805,0055,10,18,2468534,3.19
20220805,0055,11,15,4092040,5.30
20220805,0055,12,7,3461000,4.48
20220805,0055,13,1,713000,0.92
20220805,0055,14,0,0,0.00
20220805,0055,15,6,12504000,16.20
20220805,0055,16,0,0,0.00
20220805,0055,17,15505,77154000,100.00
20220805,0056,1,132728,47360375,0.98
20220805,0056,2,414533,917282112,19.02
20220805,0056,3,84132,650202827,13.48
20220805,0056,4,29202,370521281,7.68
20220805,0056,5,16877,307599047,6.37
20220805,0056,6,14714,372992541,7.73
20220805,0056,7,6837,242572218,5.03
20220805,0056,8,4209,194061312,4.02
20220805,0056,9,6817,479977596,9.95
20220805,0056,10,2387,327167971,6.78
20220805,0056,11,740,202413009,4.19
20220805,0056,12,138,68133590,1.41
20220805,0056,13,49,33690034,0.69
20220805,0056,14,25,22337652,0.46
20220805,0056,15,83,585722435,12.14
20220805,0056,16,0,0,0.00
20220805,0056,17,713471,4822034000,100.00
20220805,0057,1,141,16127,1.05
20220805,0057,2,88,129218,8.46
20220805,0057,3,7,57758,3.78
20220805,0057,4,3,38000,2.48
20220805,0057,5,0,0,0.00
20220805,0057,6,2,55000,3.60
20220805,0057,7,3,106000,6.94
20220805,0057,8,0,0,0.00
20220805,0057,9,2,193000,12.63
20220805,0057,10,2,281000,18.40
20220805,0057,11,2,650897,42.62
20220805,0057,12,0,0,0.00
20220805,0057,13,0,0,0.00
20220805,0057,14,0,0,0.00
20220805,0057,15,0,0,0.00
20220805,0057,16,0,0,0.00
20220805,0057,17,250,1527000,100.00
20220805,0061,1,514,135070,0.10
20220805,0061,2,4645,10886091,8.23
20220805,0061,3,1111,9277490,7.02
20220805,0061,4,365,4816824,3.64
20220805,0061,5,314,5923721,4.48
20220805,0061,6,281,7382121,5.58
20220805,0061,7,141,5238072,3.96
20220805,0061,8,112,5352070,4.05
20220805,0061,9,196,14518181,10.98
20220805,0061,10,87,12225261,9.25
20220805,0061,11,42,11594311,8.77
20220805,0061,12,14,6979000,5.28
20220805,0061,13,7,4786000,3.62
