資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20211029,0050,1,217826,50235650,3.85
20211029,0050,2,117107,221367978,16.98
20211029,0050,3,11365,85007457,6.52
20211029,0050,4,3153,39639945,3.04
20211029,0050,5,1572,28373926,2.17
20211029,0050,6,1345,33553465,2.57
20211029,0050,7,542,19163112,1.47
20211029,0050,8,276,12695306,0.97
20211029,0050,9,497,34939333,2.68
20211029,0050,10,175,24222969,1.85
20211029,0050,11,71,19640222,1.50
20211029,0050,12,31,15195487,1.16
20211029,0050,13,11,7934764,0.60
20211029,0050,14,12,10936000,0.83
20211029,0050,15,55,700594386,53.74
20211029,0050,16,0,0,0.00
20211029,0050,17,354038,1303500000,100.00
20211029,0051,1,1454,294974,2.80
20211029,0051,2,2064,3739405,35.61
20211029,0051,3,156,1221609,11.63
20211029,0051,4,38,472174,4.49
20211029,0051,5,35,652013,6.20
20211029,0051,6,14,368444,3.50
20211029,0051,7,13,443381,4.22
20211029,0051,8,3,148000,1.40
20211029,0051,9,7,457000,4.35
20211029,0051,10,7,854000,8.13
20211029,0051,11,0,0,0.00
20211029,0051,12,1,425000,4.04
20211029,0051,13,2,1424000,13.56
20211029,0051,14,0,0,0.00
20211029,0051,15,0,0,0.00
20211029,0051,16,0,0,0.00
20211029,0051,17,3794,10500000,100.00
20211029,0052,1,9715,2263697,4.23
20211029,0052,2,5591,10267927,19.19
20211029,0052,3,424,3217845,6.01
20211029,0052,4,96,1216299,2.27
20211029,0052,5,49,880892,1.64
20211029,0052,6,38,928907,1.73
20211029,0052,7,9,322000,0.60
20211029,0052,8,5,236000,0.44
20211029,0052,9,13,917000,1.71
20211029,0052,10,5,675000,1.26
20211029,0052,11,6,1542000,2.88
20211029,0052,12,6,2566433,4.79
20211029,0052,13,0,0,0.00
20211029,0052,14,2,1750000,3.27
20211029,0052,15,7,26716000,49.93
20211029,0052,16,0,0,0.00
20211029,0052,17,15966,53500000,100.00
20211029,0053,1,380,61611,1.23
20211029,0053,2,742,1406141,28.19
20211029,0053,3,79,678000,13.59
20211029,0053,4,14,183000,3.66
20211029,0053,5,16,309000,6.19
20211029,0053,6,3,82000,1.64
20211029,0053,7,4,139248,2.79
20211029,0053,8,3,150000,3.00
20211029,0053,9,3,194000,3.88
20211029,0053,10,2,256000,5.13
20211029,0053,11,1,306000,6.13
20211029,0053,12,0,0,0.00
20211029,0053,13,0,0,0.00
20211029,0053,14,0,0,0.00
