資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20230928,000815,1,0,0,0.00
20230928,000815,2,0,0,0.00
20230928,000815,3,0,0,0.00
20230928,000815,4,0,0,0.00
20230928,000815,5,0,0,0.00
20230928,000815,6,0,0,0.00
20230928,000815,7,0,0,0.00
20230928,000815,8,0,0,0.00
20230928,000815,9,0,0,0.00
20230928,000815,10,0,0,0.00
20230928,000815,11,0,0,0.00
20230928,000815,12,0,0,0.00
20230928,000815,13,0,0,0.00
20230928,000815,14,0,0,0.00
20230928,000815,15,1,692412444,100.00
20230928,000815,16,0,0,0.00
20230928,000815,17,1,692412444,100.00
20230928,0050,1,371520,106598207,4.56
20230928,0050,2,260534,525621915,22.52
20230928,0050,3,33569,245367854,10.51
20230928,0050,4,9651,120622917,5.16
20230928,0050,5,4556,80996001,3.47
20230928,0050,6,3885,96464672,4.13
20230928,0050,7,1603,56092514,2.40
20230928,0050,8,810,36837635,1.57
20230928,0050,9,1227,83696340,3.58
20230928,0050,10,390,52283576,2.24
20230928,0050,11,109,31156847,1.33
20230928,0050,12,27,13500475,0.57
20230928,0050,13,13,9130084,0.39
20230928,0050,14,11,9850000,0.42
20230928,0050,15,81,865280963,37.08
20230928,0050,16,0,0,0.00
20230928,0050,17,687986,2333500000,100.00
20230928,0051,1,3210,763940,4.62
20230928,0051,2,3290,6089517,36.90
20230928,0051,3,292,2230002,13.51
20230928,0051,4,87,1071164,6.49
20230928,0051,5,50,920324,5.57
20230928,0051,6,28,701162,4.24
20230928,0051,7,13,438000,2.65
20230928,0051,8,6,273974,1.66
20230928,0051,9,10,699000,4.23
20230928,0051,10,7,883319,5.35
20230928,0051,11,0,0,0.00
20230928,0051,12,2,904598,5.48
20230928,0051,13,2,1525000,9.24
20230928,0051,14,0,0,0.00
20230928,0051,15,0,0,0.00
20230928,0051,16,0,0,0.00
20230928,0051,17,6997,16500000,100.00
20230928,0052,1,9768,2613691,5.74
20230928,0052,2,7076,13024994,28.62
20230928,0052,3,578,4353646,9.56
20230928,0052,4,110,1365247,3.00
20230928,0052,5,52,938140,2.06
20230928,0052,6,45,1130441,2.48
20230928,0052,7,12,431000,0.94
20230928,0052,8,9,411734,0.90
20230928,0052,9,11,836217,1.83
20230928,0052,10,6,739000,1.62
20230928,0052,11,9,2875488,6.31
20230928,0052,12,3,1486402,3.26
20230928,0052,13,0,0,0.00
20230928,0052,14,2,1810000,3.97
20230928,0052,15,5,13484000,29.63
20230928,0052,16,0,0,0.00
20230928,0052,17,17686,45500000,100.00
20230928,0053,1,420,67408,1.35
20230928,0053,2,666,1258721,25.23
20230928,0053,3,78,651069,13.05
20230928,0053,4,13,171000,3.42
20230928,0053,5,15,286000,5.73
20230928,0053,6,3,79000,1.58
20230928,0053,7,1,40000,0.80
20230928,0053,8,3,145000,2.90
20230928,0053,9,3,180000,3.60
20230928,0053,10,3,429208,8.60
20230928,0053,11,2,537594,10.77
20230928,0053,12,0,0,0.00
20230928,0053,13,0,0,0.00
20230928,0053,14,0,0,0.00
20230928,0053,15,1,1143000,22.91
20230928,0053,16,0,0,0.00
20230928,0053,17,1208,4988000,100.00
20230928,0055,1,3457,1106403,1.51
20230928,0055,2,8861,18521679,25.31
20230928,0055,3,1389,10894965,14.89
20230928,0055,4,361,4629594,6.32
20230928,0055,5,231,4261569,5.82
20230928,0055,6,169,4340468,5.93
20230928,0055,7,77,2799542,3.82
20230928,0055,8,40,1915004,2.61
20230928,0055,9,70,5015556,6.85
20230928,0055,10,21,2756670,3.76
20230928,0055,11,11,3274550,4.47
20230928,0055,12,3,1400000,1.91
20230928,0055,13,2,1299000,1.77
20230928,0055,14,0,0,0.00
20230928,0055,15,6,10939000,14.95
20230928,0055,16,0,0,0.00
20230928,0055,17,14698,73154000,100.00
20230928,0056,1,196370,63756873,1.01
20230928,0056,2,498005,1129196535,18.05
20230928,0056,3,113880,877498766,14.03
20230928,0056,4,39682,502222063,8.03
20230928,0056,5,23242,423286364,6.76
20230928,0056,6,20462,518228500,8.28
20230928,0056,7,9573,340160999,5.44
20230928,0056,8,5836,269551033,4.31
20230928,0056,9,9167,644419271,10.30
20230928,0056,10,3207,439512837,7.02
20230928,0056,11,900,244411631,3.90
20230928,0056,12,168,82202665,1.31
20230928,0056,13,56,39959504,0.63
20230928,0056,14,24,21375605,0.34
20230928,0056,15,82,656751354,10.50
20230928,0056,16,0,0,0.00
20230928,0056,17,920654,6252534000,100.00
20230928,0057,1,141,15168,0.99
20230928,0057,2,79,118085,7.73
20230928,0057,3,9,72655,4.75
20230928,0057,4,4,52000,3.40
20230928,0057,5,2,35000,2.29
20230928,0057,6,2,53000,3.47
20230928,0057,7,1,32000,2.09
20230928,0057,8,0,0,0.00
20230928,0057,9,2,176000,11.52
20230928,0057,10,2,283000,18.53
20230928,0057,11,1,249000,16.30
20230928,0057,12,1,441092,28.88
20230928,0057,13,0,0,0.00
20230928,0057,14,0,0,0.00
20230928,0057,15,0,0,0.00
20230928,0057,16,0,0,0.00
20230928,0057,17,244,1527000,100.00
20230928,0061,1,529,137670,0.10
20230928,0061,2,4508,10491266,8.12
20230928,0061,3,1111,9268304,7.17
20230928,0061,4,371,4818959,3.73
20230928,0061,5,290,5466498,4.23
20230928,0061,6,289,7521981,5.82
20230928,0061,7,140,5179207,4.01
20230928,0061,8,112,5310667,4.11
20230928,0061,9,205,15041996,11.64
20230928,0061,10,83,11527595,8.92
20230928,0061,11,37,10340893,8.00
20230928,0061,12,11,5399000,4.18
20230928,0061,13,8,5525000,4.27
20230928,0061,14,2,1830000,1.41
20230928,0061,15,8,31256964,24.20
20230928,0061,16,0,0,0.00
20230928,0061,17,7704,129116000,100.00
20230928,006201,1,343,63990,0.35
20230928,006201,2,1193,2518245,14.03
20230928,006201,3,189,1517531,8.45
20230928,006201,4,60,777689,4.33
20230928,006201,5,33,612488,3.41
20230928,006201,6,29,737727,4.11
20230928,006201,7,11,380271,2.11
20230928,006201,8,5,237000,1.32
20230928,006201,9,9,646728,3.60
20230928,006201,10,1,150000,0.83
20230928,006201,11,3,843331,4.69
20230928,006201,12,1,418000,2.32
20230928,006201,13,0,0,0.00
20230928,006201,14,2,1649000,9.18
20230928,006201,15,1,7394000,41.20
20230928,006201,16,0,0,0.00
20230928,006201,17,1880,17946000,100.00
20230928,006203,1,473,98328,0.80
20230928,006203,2,375,652473,5.34
20230928,006203,3,28,211300,1.72
20230928,006203,4,6,77586,0.63
20230928,006203,5,7,124313,1.01
20230928,006203,6,1,25000,0.20
20230928,006203,7,2,68000,0.55
20230928,006203,8,0,0,0.00
20230928,006203,9,1,64000,0.52
20230928,006203,10,2,247000,2.02
20230928,006203,11,2,650000,5.32
