資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20220225,000815,1,0,0,0.00
20220225,000815,2,0,0,0.00
20220225,000815,3,0,0,0.00
20220225,000815,4,0,0,0.00
20220225,000815,5,0,0,0.00
20220225,000815,6,0,0,0.00
20220225,000815,7,0,0,0.00
20220225,000815,8,0,0,0.00
20220225,000815,9,0,0,0.00
20220225,000815,10,0,0,0.00
20220225,000815,11,0,0,0.00
20220225,000815,12,0,0,0.00
20220225,000815,13,0,0,0.00
20220225,000815,14,0,0,0.00
20220225,000815,15,1,692412444,100.00
20220225,000815,16,0,0,0.00
20220225,000815,17,1,692412444,100.00
20220225,0050,1,258737,61227557,4.69
20220225,0050,2,141546,267490929,20.50
20220225,0050,3,13688,102177254,7.83
20220225,0050,4,3739,47082456,3.60
20220225,0050,5,1792,32287677,2.47
20220225,0050,6,1583,39698397,3.04
20220225,0050,7,649,22859375,1.75
20220225,0050,8,330,15165698,1.16
20220225,0050,9,546,37678398,2.88
20220225,0050,10,195,26464900,2.02
20220225,0050,11,71,20096918,1.54
20220225,0050,12,25,12426220,0.95
20220225,0050,13,12,8338000,0.63
20220225,0050,14,14,12728742,0.97
20220225,0050,15,57,599839327,45.98
20220225,0050,16,3,1061848,0.08
20220225,0050,17,422984,1304500000,100.00
20220225,0051,1,2319,463604,3.56
20220225,0051,2,2736,4801624,36.93
20220225,0051,3,189,1457497,11.21
20220225,0051,4,45,557930,4.29
20220225,0051,5,39,717703,5.52
20220225,0051,6,17,441580,3.39
20220225,0051,7,11,374951,2.88
20220225,0051,8,6,286000,2.20
20220225,0051,9,8,550000,4.23
20220225,0051,10,6,799000,6.14
20220225,0051,11,2,654111,5.03
20220225,0051,12,1,470000,3.61
20220225,0051,13,2,1426000,10.96
20220225,0051,14,0,0,0.00
20220225,0051,15,0,0,0.00
20220225,0051,16,0,0,0.00
20220225,0051,17,5381,13000000,100.00
20220225,0052,1,8905,2138347,3.99
20220225,0052,2,4164,7610507,14.22
20220225,0052,3,297,2270923,4.24
20220225,0052,4,79,992337,1.85
20220225,0052,5,37,678402,1.26
20220225,0052,6,21,508165,0.94
20220225,0052,7,7,239492,0.44
20220225,0052,8,3,137000,0.25
20220225,0052,9,10,771887,1.44
20220225,0052,10,6,880297,1.64
20220225,0052,11,5,1518000,2.83
20220225,0052,12,4,1857000,3.47
20220225,0052,13,1,760000,1.42
20220225,0052,14,2,1651000,3.08
20220225,0052,15,7,31486643,58.85
20220225,0052,16,0,0,0.00
20220225,0052,17,13548,53500000,100.00
20220225,0053,1,374,64006,1.28
20220225,0053,2,710,1337927,26.82
20220225,0053,3,78,661335,13.25
20220225,0053,4,14,180000,3.60
20220225,0053,5,15,289000,5.79
