資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20241108,000218,1,0,0,0.00
20241108,000218,2,0,0,0.00
20241108,000218,3,0,0,0.00
20241108,000218,4,0,0,0.00
20241108,000218,5,0,0,0.00
20241108,000218,6,0,0,0.00
20241108,000218,7,0,0,0.00
20241108,000218,8,0,0,0.00
20241108,000218,9,0,0,0.00
20241108,000218,10,0,0,0.00
20241108,000218,11,0,0,0.00
20241108,000218,12,0,0,0.00
20241108,000218,13,0,0,0.00
20241108,000218,14,0,0,0.00
20241108,000218,15,1,422278902,100.00
20241108,000218,16,0,0,0.00
20241108,000218,17,1,422278902,100.00
20241108,000779,1,0,0,0.00
20241108,000779,2,0,0,0.00
20241108,000779,3,0,0,0.00
20241108,000779,4,0,0,0.00
20241108,000779,5,0,0,0.00
20241108,000779,6,0,0,0.00
20241108,000779,7,0,0,0.00
20241108,000779,8,0,0,0.00
20241108,000779,9,0,0,0.00
20241108,000779,10,0,0,0.00
20241108,000779,11,0,0,0.00
20241108,000779,12,0,0,0.00
20241108,000779,13,0,0,0.00
20241108,000779,14,0,0,0.00
20241108,000779,15,1,1150000000,100.00
20241108,000779,16,0,0,0.00
20241108,000779,17,1,1150000000,100.00
20241108,000815,1,0,0,0.00
20241108,000815,2,0,0,0.00
20241108,000815,3,0,0,0.00
20241108,000815,4,0,0,0.00
20241108,000815,5,0,0,0.00
20241108,000815,6,0,0,0.00
20241108,000815,7,0,0,0.00
20241108,000815,8,0,0,0.00
20241108,000815,9,0,0,0.00
20241108,000815,10,0,0,0.00
20241108,000815,11,0,0,0.00
20241108,000815,12,0,0,0.00
20241108,000815,13,0,0,0.00
20241108,000815,14,0,0,0.00
20241108,000815,15,1,692412444,100.00
20241108,000815,16,0,0,0.00
20241108,000815,17,1,692412444,100.00
20241108,000856,1,0,0,0.00
20241108,000856,2,0,0,0.00
20241108,000856,3,0,0,0.00
20241108,000856,4,0,0,0.00
20241108,000856,5,0,0,0.00
20241108,000856,6,0,0,0.00
20241108,000856,7,0,0,0.00
20241108,000856,8,0,0,0.00
20241108,000856,9,0,0,0.00
20241108,000856,10,0,0,0.00
20241108,000856,11,0,0,0.00
20241108,000856,12,0,0,0.00
20241108,000856,13,0,0,0.00
20241108,000856,14,0,0,0.00
20241108,000856,15,1,226900000,100.00
20241108,000856,16,0,0,0.00
20241108,000856,17,1,226900000,100.00
20241108,0050,1,447370,115098152,5.41
20241108,0050,2,247872,498604383,23.43
20241108,0050,3,31147,225702801,10.60
20241108,0050,4,8987,111358151,5.23
20241108,0050,5,4084,72345094,3.40
20241108,0050,6,3447,85100762,4.00
20241108,0050,7,1432,50072802,2.35
20241108,0050,8,689,31231034,1.46
20241108,0050,9,1124,76827249,3.61
20241108,0050,10,319,42853932,2.01
20241108,0050,11,104,28755530,1.35
20241108,0050,12,28,13832302,0.65
20241108,0050,13,15,10089772,0.47
20241108,0050,14,16,14505406,0.68
20241108,0050,15,80,751122630,35.30
20241108,0050,16,0,0,0.00
20241108,0050,17,746714,2127500000,100.00
20241108,0051,1,4946,1200657,5.33
20241108,0051,2,4154,8072399,35.87
20241108,0051,3,423,3181743,14.14
20241108,0051,4,126,1548577,6.88
20241108,0051,5,66,1202840,5.34
20241108,0051,6,37,915875,4.07
20241108,0051,7,20,712085,3.16
20241108,0051,8,8,363042,1.61
20241108,0051,9,14,1002663,4.45
20241108,0051,10,5,724636,3.22
20241108,0051,11,2,497258,2.21
20241108,0051,12,3,1522225,6.76
20241108,0051,13,2,1556000,6.91
